MEDICATION;ATC_CODE;CAT_MATCH;size;PIPE;INGREDIENT;STEP1;STEP2;STEP31;STEP32;STEP33;LEV1;LEV2;LEV3;TRUE12;TRUE123;TRUE13;TRUE23;MATCH;ATC_JOS_LVL1;ATC_CODE_LVL1;eval1;eval2;eval31;eval32;eval33;correct;level;kommentar;Kommentar Apotheke
E 153 Infusion;;No Match;131;0;;;;N04BB01;G03AA07;B02BD17;73;58.0;57.0;0;0;0;0;0;N;;;;0;0;0;B05BB01;5;;
SIMVAHEXAL 10 mg Filmtabletten | (Simvastatin);;No Match;131;1;simvastatin;C10AA01;;C10AA01;;;97;;;0;0;1;0;0;C;;1;;1;;;0;5;;
Lavanid® Gel - nicht behaarter Bereich;;No Match;131;0;;;;D03AX20;A06AB02;D10AF54;78;60.0;58.0;0;0;0;0;0;D;;;;0;0;0;nomed;nomed;Welcher ATC Code?;nicht apothekenpflichtig -> no med
CANDESARTAN HEXAL comp 8 mg/12,5 mg Tabletten | (Candesartan);;No Match;131;1;candesartan;;;C09CA06;C09DA26;;89;84.0;;0;0;0;0;0;C;;;;0;1;;0;5;;
RISPERIDON Filmtabletten | (Risperidon);;No Match;131;1;risperidon;N05AX08;;N05AX08;;;67;;;0;0;1;0;0;N;;1;;1;;;0;5;;
"Insulin human, Anpassung nach BZ - s. Feld ""Indikation""";;No Match;131;0;;;;N05AD03;N03AA02;A10AB01;53;52.0;50.0;0;0;0;0;0;N;;;;1;0;0;0;5;;
"Insulin human fest u./o. Anpassung nach BZ, s. Feld ""nach Schema""";;No Match;130;0;;;;A07AA06;A10AB01;G04BX;56;56.0;55.0;0;0;0;0;0;A;;;;0;0;0;A10AD01;5;ATC Code A10AB01 korrekt?;A10AD01
NACL 0,9% | (Natrium-Ion, Chlorid);;No Match;130;1;natrium-ion, chlorid;;B05CB01;B05CB01;H01BA02;;100;57.0;;0;0;0;1;0;B;;;0;0;;;B05BB11;5;;
Quensyl 200mg;;No Match;130;0;;;P01BA02;P01BA02;J05AB01;;100;67.0;;0;0;0;1;0;P;;;1;1;0;;0;5;;
Cetirizin 10 mg;;No Match;129;0;;;;R06AE07;A12CC02;;75;59.0;;0;0;0;0;0;R;;;;1;0;;0;5;;
DEXAMETHASON 8 mg JENAPHARM Tabletten | (Dexamethason);;No Match;129;1;dexamethason;;;H02AB02;;;83;;;0;0;0;0;0;H;;;;1;;;0;5;;
Valsartan 80 mg;;No Match;129;0;;;;C09CA03;;;80;;;0;0;0;0;0;C;;;;1;;;0;5;;
PROGRAF Hartkapseln | (Tacrolimus);;No Match;129;1;tacrolimus;;;L04AD02;;;78;;;0;0;0;0;0;L;;;;1;;;0;5;;
Sertralin;;No Match;128;0;;;N06AB06;N06AB06;;;100;;;0;0;0;1;0;N;;;1;1;;;0;5;;
ELEKTROLYT Inf.-Lsg. 153 PE-Flasche 1000ml;;No Match;128;0;;;;B05BB01;;;78;;;0;0;0;0;0;B;;;;1;;;0;5;;
APONAL 25 überzogene Tabletten | (Doxepin);;No Match;128;1;doxepin;N06AA12;;N06AA12;;;100;;;0;0;1;0;0;N;;1;;1;;;0;5;;
FOSTER 200/6 µg 120 Hub Dosieraerosol | (Formoterol);;No Match;128;1;formoterol;;;R03AK08;;;92;;;0;0;0;0;0;R;;;;1;;;0;5;;
E154 1000ml 150ul/h;;No Match;128;0;;;;J06BA02;A10BD07;R07AX31;55;53.0;53.0;0;0;0;0;0;J;;;;0;0;0;B05BB11;5;;
MCP HEXAL 10 Tabletten | (Metoclopramid hydrochlorid, Metoclopramid);;No Match;128;1;metoclopramid hydrochlorid, metoclopramid;;A03FA01;A03FA01;H01BB02;M01CX01;92;80.0;77.0;0;0;0;1;0;A;;;1;1;0;0;0;5;;
Risperdal 0,5 mg;;No Match;128;0;;;;N05AX08;;;97;;;0;0;0;0;0;N;;;;1;;;0;5;;
TELMISARTAN Plus HCT AL 40 mg/12,5 mg Tabletten | (Telmisartan);;No Match;127;1;telmisartan;C09CA07;;C09CA07;;;71;;;0;0;1;0;0;C;;0;;0;;;C09DA07;5;;
Clexane 4.000 I. E. (40 mg) 0,4 ml Injektionslösung | (Enoxaparin) !GFR > 30;;No Match;127;1;enoxaparin) !gfr > 3;;;B01AB05;;;75;;;0;0;0;0;0;B;;;;1;;;0;5;;
ERGENYL Chrono Retardtabletten | (Valproat natrium, Valproinsäure);;No Match;127;1;valproat natrium, valproinsäure;;;N03AG01;;;82;;;0;0;0;0;0;N;;;;1;;;0;5;;
SPIRIVA 18 µg Kapseln m.Inhalationsplv.Nachfüll | (Tiotropium-Kation);A07DA02;Fuzzy Match;127;1;tiotropium-kation;;;R03BB04;;;91;;;0;0;0;0;2;R;A;;;1;;;0;5;;
Rocephin 2g;;No Match;127;0;;;;L01DC03;N02AA01;N05CH01;73;62.0;61.0;0;0;0;0;0;L;;;;0;0;0;J01DD04;5;;
Pantoprazol 20mg;;No Match;126;0;;;;A02BC02;;;100;;;0;0;0;0;0;A;;;;1;;;0;5;;
OLIMEL Peripher 2,5% 1400 kcal;;No Match;126;0;;;;B05BA10;;;69;;;0;0;0;0;0;B;;;;1;;;0;5;;
FRAXIPARINE 1 ml Injektionslösung i.e.Fertigspr. | (Nadroparin calcium);;No Match;126;1;nadroparin calcium;;;L04AA10;L01BB02;;71;61.0;;0;0;0;0;0;L;;;;0;0;;B01AB06;5;;
ENALAPRIL ratiopharm 10 mg Tabletten | (Enalapril);;No Match;126;1;enalapril;;;C09AA02;;;96;;;0;0;0;0;0;C;;;;1;;;0;5;;
SANDIMMUN Optoral Weichkapseln | (Ciclosporin, mikroemulgiert);;No Match;126;1;ciclosporin, mikroemulgiert;L04AD01;;L04AD01;;;87;;;0;0;1;0;0;L;;1;;1;;;0;5;;
ORFIRIL long 150 mg Retardkapseln | (Valproinsäure);;No Match;125;1;valproinsäure;N03AG01;N03AG01;N03AG01;;;100;;;1;1;1;1;0;N;;1;1;1;;;0;5;;
Xipamid 10 mg;;No Match;125;0;;;;L01XX35;C03BA10;;72;70.0;;0;0;0;0;0;L;;;;0;1;;0;5;;
GRANOCYTE 34 5 Tr.Subst.+5 wasservorgef.Fertigspr. | (Lenograstim);;No Match;125;1;lenograstim;L03AA10;;L03AA10;;;92;;;0;0;1;0;0;L;;1;;1;;;0;5;;
SURVIMED OPD Easy Bag | (Aminosäuren, essentiell, Isoleucin, Leucin, Lysin, Methionin);;No Match;125;1;aminosäuren, essentiell, isoleucin, leucin, lysin, methionin;;;V06DB50;D02AE01;;83;50.0;;0;0;0;0;0;V;;;;0;0;;nomed;nomed;ATC Code V06DB50 korrekt?;Diätetikum no med
Diazepam;;No Match;124;0;;;N05BA01;N05BA01;;;100;;;0;0;0;1;0;N;;;1;1;;;0;5;;
D) restliche 1500 ml des 3 Liter-Beutels NaCl 0,45% + Glucose 2,5%;;No Match;124;0;;;;V03AH01;A11CC05;;62;61.0;;0;0;0;0;0;V;;;;0;0;;B05BB02;5;Welcher ATC Code?;B05BB02
CAPTOHEXAL 12,5 Cor Tabletten | (Captopril);;No Match;124;1;captopril;C09AA01;;C09AA01;;;80;;;0;0;1;0;0;C;;1;;1;;;0;5;;
Rocephin / Ceftriaxon in [g];;No Match;124;0;;;;J01DD04;D11AX01;;69;55.0;;0;0;0;0;0;J;;;;1;0;;0;5;;
"ANE: PDK - Periduralkatheter; Siehe USC Visitenprotokoll";;No Match;123;0;;;;R03AK05;D10AF54;A01AD11;53;50.0;50.0;0;0;0;0;0;R;;;;0;0;0;nomed;nomed;no_med?;no med
Valsartan;;No Match;123;0;;;;C09CA03;;;100;;;0;0;0;0;0;C;;;;1;;;0;5;;
C) FENISTIL 1 Ampulle als Bolus | (Dimetinden);;No Match;123;1;dimetinden;;;D04AA13;R06AB03;;100;80.0;;0;0;0;0;0;D;;;;0;1;;0;5;ATC R06AB03 korrekt?;R06AB03
RAMIPRIL ratiopharm Tabletten | (Ramipril);;No Match;123;1;ramipril;;;C09AA05;;;90;;;0;0;0;0;0;C;;;;1;;;0;5;;
LEPONEX;;No Match;122;0;;;N05AH02;N05AH02;S01BA14;J07CA02;100;57.0;57.0;0;0;0;1;0;N;;;1;1;0;0;0;5;;
"Ern. ent: Sonde normokalorisch 1kcal/ml, ballaststoffhaltig; 1000kcal";;No Match;122;0;;;;J07BC01;G04BD04;;55;54.0;;0;0;0;0;0;J;;;;0;0;;nomed;nomed;;no med, Ernährung, Fresubin original fibre Easybag 1000ml 1000.00 ml, 
Spironolacton 50 mg;;No Match;122;0;;;;C03DA01;R03CC13;;91;69.0;;0;0;0;0;0;C;;;;1;0;;0;5;;
FUROSEMID ratiopharm 20 mg Tabletten | (Furosemid);;No Match;122;1;furosemid;C03CA01;;C03CA01;;;96;;;0;0;1;0;0;C;;1;;1;;;0;5;;
Xipamid;;No Match;122;0;;;C03BA10;C03BA10;N02AC06;;100;56.0;;0;0;0;1;0;C;;;1;1;0;;0;5;;
ACC long Brausetbl.;;No Match;121;0;;;;R05CB01;N02AX02;;73;53.0;;0;0;0;0;0;R;;;;1;0;;0;5;;
LEVEMIR FlexPen Fertigspritzen | (Insulin detemir);;No Match;121;1;insulin detemir;A10AE05;;A10AE05;;;71;;;0;0;1;0;0;A;;1;;1;;;0;5;;
INFECTOCILLIN parenteral 5 Mega Durchstechflaschen | (Benzylpenicillin, Natrium-Ion);;No Match;121;1;benzylpenicillin, natrium-ion;;;J01CE02;J01CE10;J01FA01;87;67.0;60.0;0;0;0;0;0;J;;;;0;0;0;J01CE01;5;ATC Code J01CE01 korrekt?;J01CE01
0 WMB III (NaCl 0,9 % 2000 ml, G 5 % 1000 ml, KCl 1 M 60 ml, 5g Mesna);;No Match;121;0;;;;B01AB02;J05AF05;;55;52.0;;0;0;0;0;0;B;;;;0;0;;nomed;nomed;Welcher ATC Code?;Wässerungsmischbeutel, no med
LEPONEX 100 Tabletten | (Clozapin);;No Match;121;1;clozapin;N05AH02;;N05AH02;;;74;;;0;0;1;0;0;N;;1;;1;;;0;5;;
TILIDIN comp. STADA 100 mg/8 mg Retardtabletten | (Tilidin hydrochlorid);;No Match;121;1;tilidin hydrochlorid;N02AX51;N02AX51;N02AX51;;;100;;;1;1;1;1;0;N;;1;1;1;;;0;5;;
ZOPICLON HEXAL Filmtabletten | (Zopiclon);;No Match;121;1;zopiclon;N05CF01;;N05CF01;;;53;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Ibuprofen (p.o.) 20 mg/mL Suspension;;No Match;120;0;;;;M01AE01;;;75;;;0;0;0;0;0;M;;;;1;;;0;5;;
KLACID i.v. 500 mg Pulver Trockensub.o.Lös.-M. | (Clarithromycin);;No Match;120;1;clarithromycin;J01FA09;;J01FA09;;;60;;;0;0;1;0;0;J;;1;;1;;;0;5;;
KLACID 500 mg;;No Match;120;0;;;;J01FA09;A12AA04;;63;59.0;;0;0;0;0;0;J;;;;1;0;;0;5;;
MIMPARA 30 mg Filmtabletten | (Cinacalcet);;No Match;120;1;cinacalcet;H05BX01;;H05BX01;;;96;;;0;0;1;0;0;H;;1;;1;;;0;5;;
Prednisolon 40 mg;;No Match;120;0;;;;S01CA53;H02AB06;;79;79.0;;0;0;0;0;0;S;;;;0;1;;0;5;;
1 Ifosfamid 2000 mg/m² über 22h;;No Match;120;0;;;;B02BD04;B02BD32;J04AC01;58;58.0;57.0;0;0;0;0;0;B;;;;0;0;0;L01AA02;5;;
Xeracalm A.D. Creme ans Bett - ges. Integument;;No Match;120;0;;;;D06BB10;B05CB01;;62;56.0;;0;0;0;0;0;D;;;;0;0;;nomed;nomed;Welcher ATC Code?;no med, Körperpflege
Novalgin 1g;;No Match;119;0;;;;N02BB02;L01AA01;G03CD01;84;67.0;64.0;0;0;0;0;0;N;;;;1;0;0;0;5;;
Ramipril 5mg;;No Match;119;0;;;;C09AA05;;;100;;;0;0;0;0;0;C;;;;1;;;0;5;;
Laxoberal;;No Match;118;0;;;;D07AD01;;;63;;;0;0;0;0;0;D;;;;0;;;A06AB08;5;;
Ibuprofen (p.o.) 600 mg Tbl.;;No Match;118;0;;;;M01AE01;;;79;;;0;0;0;0;0;M;;;;1;;;0;5;;
Tazobac;;No Match;118;0;;;J01CR05;S02BA56;J01DC02;J07CA06;59;57.0;53.0;0;0;0;0;0;S;;;1;0;0;0;0;5;Welcher ATC Code?;J01CR05
Dipidolor;;No Match;118;0;;;;A07FA01;D07XC01;;78;53.0;;0;0;0;0;0;A;;;;0;0;;N02AC03;5;;
CIPRALEX Filmtabletten | (Escitalopram);;No Match;118;1;escitalopram;N06AB10;;N06AB10;;;76;;;0;0;1;0;0;N;;1;;1;;;0;5;;
CIPRALEX 10 mg Filmtabletten | (Escitalopram);;No Match;118;1;escitalopram;N06AB10;;N06AB10;;;96;;;0;0;1;0;0;N;;1;;1;;;0;5;;
LAMOTRIGIN Desitin Quadro Tabletten | (Lamotrigin);;No Match;118;1;lamotrigin;N03AX09;N03AX09;N03AX09;;;100;;;1;1;1;1;0;N;;1;1;1;;;0;5;;
1 Epirubicin 45 mg/m² über 1h;;No Match;118;0;;;;L01DB03;J01GB01;L04AA18;80;61.0;55.0;0;0;0;0;0;L;;;;1;0;0;0;5;;
1 ADVAGRAF Hartkapseln retardiert | (Tacrolimus);;No Match;117;1;tacrolimus;;;L04AD02;;;80;;;0;0;0;0;0;L;;;;1;;;0;5;;
Tavor (Lorazepam);;No Match;117;0;;;;N05BA06;;;75;;;0;0;0;0;0;N;;;;1;;;0;5;;
PIPERACILLIN Tazobactam Kabi 4g/0,5g in 50ml NaCL0,9% über 2 h;;No Match;117;0;;;;J01CR05;;;100;;;0;0;0;0;0;J;;;;1;;;0;5;;
Sedaplus;N05CM27;Fuzzy Match;117;0;;;N05CM27;N05CM27;A03DB04;;100;57.0;;0;0;0;1;1;N;N;;1;1;0;;N05CM27;5;Welcher ATC Code?;N05CM27
Rifaximin 550 mg;;No Match;117;0;;;;A07AA11;A16AX04;A12CD51;76;67.0;67.0;0;0;0;0;0;A;;;;1;0;0;0;5;ATC Code A07AA11 korrekt, in der Verordnung steht doch nur der Wirkstoff oder?;A07AA11
NOVAMINSULFON ratioph.1 g/2 ml Inj.Lsg. Ampullen |;;No Match;117;1;;;;N02BB02;;;81;;;0;0;0;0;0;N;;;;1;;;0;5;;
SMOFKABIVEN zentral Infusionslösung | (Lysin, Gesamt-Aminosäuren, Gesamt-Stickstoff);;No Match;117;1;lysin, gesamt-aminosäuren, gesamt-stickstoff;;;B05BA10;;;86;;;0;0;0;0;0;B;;;;1;;;0;5;;
CANDESARTAN-ratiopharm 8 mg Tabletten | (Candesartan);;No Match;117;1;candesartan;;;C09CA06;;;98;;;0;0;0;0;0;C;;;;1;;;0;5;;
0 Granisetron 3 mg;;No Match;117;0;;;;A04AA02;;;85;;;0;0;0;0;0;A;;;;1;;;0;5;;
Emend 125 mg;;No Match;116;0;;;;A04AD12;A06AH03;N06DA03;59;59.0;56.0;0;0;0;0;0;A;;;;1;0;0;0;5;;
Jurnista;;No Match;116;0;;;N02AA03;N02AA03;;;100;;;0;0;0;1;0;N;;;1;1;;;0;5;;
Jurnista 4 mg;;No Match;116;0;;;;N02AA03;;;96;;;0;0;0;0;0;N;;;;1;;;0;5;;
Lasix 20mg;;No Match;116;0;;;;D01BA02;N06BA12;B01AC04;78;73.0;73.0;0;0;0;0;0;D;;;;0;0;0;C03CA01;5;;
HCT;;No Match;115;0;;;;C09DX01;C03AA03;;100;100.0;;0;0;0;0;0;C;;;;0;1;;0;5;ATC Code C03AA03 korrekt?;C03AA03
VITAMIN B Komplex ratiopharm Kapseln | (Thiamin);;No Match;115;1;thiamin;;;N07XB52;A11HA02;;69;65.0;;0;0;0;0;0;N;;;;0;0;;A11DB03;5;Welcher ATC Code?;A11DB03
E153 1000 ml;;No Match;115;0;;;;C01CA24;B02BD32;V03AF03;74;59.0;57.0;0;0;0;0;0;C;;;;0;0;0;B05BB01;5;;
Clindamycin 600 mg;;No Match;115;0;;;;J01FF01;J01FA01;;63;62.0;;0;0;0;0;0;J;;;;1;0;;0;5;;
"[Prednisolon Stoß Rejektion]NATRIUMCHLORID Inf.Lsg.154 über 1h";;No Match;114;0;;;;D07AA03;S01CA53;H02AB06;63;61.0;61.0;0;0;0;0;0;D;;;;0;0;1;0;5;ATC Code H02AB06 korrekt?; H02AB06
ORFIRIL long 500 mg Retard-Minitabletten im Beutel | (Valproinsäure);;No Match;114;1;valproinsäure;N03AG01;N03AG01;N03AG01;;;88;;;1;1;1;1;0;N;;1;1;1;;;0;5;;
Novalgin 500 mg;;No Match;114;0;;;;N02BB02;J01DC04;;88;71.0;;0;0;0;0;0;N;;;;1;0;;0;5;;
Ibuprofen 600mg;;No Match;114;0;;;;M01AE01;;;100;;;0;0;0;0;0;M;;;;1;;;0;5;;
CITALOPRAM-ratiopharm 10 mg Filmtabletten | (Citalopram);;No Match;114;1;citalopram;N06AB04;;N06AB04;;;85;;;0;0;1;0;0;N;;1;;1;;;0;5;;
MOVICOL® Junior aromafrei (p.o.) 6,9 g Lösung LM: Wasser;;No Match;114;0;;;;A06AD65;V06DB50;;100;60.0;;0;0;0;0;0;A;;;;1;0;;0;5;;
Naropin per DIK;;No Match;114;0;;;;N01BB09;S01FA01;V06CX50;64;60.0;59.0;0;0;0;0;0;N;;;;1;0;0;0;5;;
"Clexane; gewichtsadaptiert ( <40kg KG = 20mg; 40-90kg KG = 40mg; >90kg KG = 60mg)";;No Match;114;0;;;;A01AD11;V06DB52;B02BC02;52;50.0;50.0;0;0;0;0;0;A;;;;0;0;0;B01AB05;5;;
Tavor Tbl.;;No Match;113;0;;;;N05BA06;;;71;;;0;0;0;0;0;N;;;;1;;;0;5;;
"[3 - Prä Thymoglobulin, Fenistil]NATRIUMCHLORID Inf.Lsg.154";;No Match;113;0;;;;J05AF05;H05BX01;C09CA04;50;50.0;47.0;0;0;0;0;0;J;;;;0;0;0;R06AB03;5;zwei Medis?;R06AB03
GLUCOSE Inf.-Lösung 5 PE-Flaschen | (Glucose, wasserfrei zur parenteralen Anwendung);;No Match;113;1;glucose, wasserfrei zur parenteralen anwendung;;;V07AB10;B05BB02;;67;64.0;;0;0;0;0;0;V;;;;1;0;;0;5;ATC Code V07AB10 korrekt?;V07AB10
NIFEDIPIN ratiopharm 10 mg Weichkapseln | (Nifedipin);;No Match;113;1;nifedipin;C08CA05;;C08CA05;;;93;;;0;0;1;0;0;C;;1;;1;;;0;5;;
Clexane 40 mg;;No Match;113;0;;;;B01AB05;;;70;;;0;0;0;0;0;B;;;;1;;;0;5;;
Monoembolex;;No Match;113;0;;;;G04BD10;C02DC01;;52;52.0;;0;0;0;0;0;G;;;;0;0;;B01AB13;5;;
Dekristol 20000 IE;;No Match;113;0;;;;A11CC05;;;92;;;0;0;0;0;0;A;;;;1;;;0;5;;
[4 - Prä Thymoglobulin] PARACETAMOL ratiopharm 500 mg Tabletten | (Paracetamol);;No Match;112;1;paracetamol;N02BE01;;N02BE01;;;22;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Lercanidipin 10 mg;;No Match;112;0;;;;C08CA05;A12CC02;N06DX18;67;59.0;58.0;0;0;0;0;0;C;;;;0;0;0;C08CA13;5;;
TOREM 5 Tabletten | (Torasemid);;No Match;112;1;torasemid;C03CA04;;C03CA04;;;71;;;0;0;1;0;0;C;;1;;1;;;0;5;;
2 RAMIPRIL HEXAL 5 mg Tabletten | (Ramipril);;No Match;112;1;ramipril;;;C09AA05;C09BA25;;100;100.0;;0;0;0;0;0;C;;;;1;0;;0;5;;
Pantozol 40;;No Match;112;0;;;;A02BC02;;;67;;;0;0;0;0;0;A;;;;1;;;0;5;;
L-THYROXIN 175 Henning Tabletten | (Levothyroxin);;No Match;112;1;levothyroxin;;;H03AA01;;;100;;;0;0;0;0;0;H;;;;1;;;0;5;;
MIRTAZAPIN STADA Filmtabletten | (Mirtazapin);;No Match;112;1;mirtazapin;N06AX11;;N06AX11;;;86;;;0;0;1;0;0;N;;1;;1;;;0;5;;
PREDNISOLON 50 mg Jenapharm Tabletten | (Prednisolon);;No Match;111;1;prednisolon;;;H02AB06;;;79;;;0;0;0;0;0;H;;;;1;;;0;5;;
VENLAFAXIN neuraxpharm retard Kapseln | (Venlafaxin);;No Match;111;1;venlafaxin;N06AX16;;N06AX16;;;90;;;0;0;1;0;0;N;;1;;1;;;0;5;;
SIMVAHEXAL Filmtabletten | (Simvastatin);;No Match;111;1;simvastatin;C10AA01;;C10AA01;;;83;;;0;0;1;0;0;C;;1;;1;;;0;5;;
Prograf mg;;No Match;111;0;;;;L04AD02;;;95;;;0;0;0;0;0;L;;;;1;;;0;5;;
UROL METHIN Filmtabletten | (Methionin);;No Match;111;1;methionin;G04BA04;;G04BA04;;;44;;;0;0;1;0;0;G;;1;;1;;;0;5;ATC Code G04BA04 oder V03AB26?;G04BA04
Novalgin 30 gtt;;No Match;111;0;;;;N02BB02;C01AA02;;70;60.0;;0;0;0;0;0;N;;;;1;0;;0;5;;
OLIMEL Peri 2,5%E Emulsion zur Infusion | (Gesamt-Fett, Lysin, Gesamt-Aminosäuren);;No Match;110;1;gesamt-fett, lysin, gesamt-aminosäuren;;;B05BA10;;;100;;;0;0;0;0;0;B;;;;1;;;0;5;;
Serasept® Desinfektion 20min - behaarter Bereich;;No Match;110;0;;;;D08AC05;;;89;;;0;0;0;0;0;D;;;;1;;;0;5;;
Studienmedikation;;No Match;110;0;;;;V06DB50;A11GA01;V07AV;55;53.0;52.0;0;0;0;0;0;V;;;;0;0;0;nomed;nomed;no_med;no med
"PREDNISOLON 50 mg Jenapharm Tabletten | (Prednisolon)[Stoß Rejektion]";;No Match;110;1;prednisolon) [stoß rejektion;;;H02AB06;;;82;;;0;0;0;0;0;H;;;;1;;;0;5;;
CETIRIZIN-ratiopharm bei Allergien 10 mg Filmtabl. | (Cetirizin);;No Match;110;1;cetirizin;R06AE07;;R06AE07;;;88;;;0;0;1;0;0;R;;1;;1;;;0;5;;
ZOLEDRONSÄURE Tillomed 4 mg/5 ml Konz.z.H.e.Inf.L. | (Zoledronsäure);;No Match;110;1;zoledronsäure;M05BA08;;M05BA08;;;72;;;0;0;1;0;0;M;;1;;1;;;0;5;;
"[5 - Thymoglobulin]NATRIUMCHLORID Inf.Lsg.154 über 8h";;No Match;110;0;;;;J04AB04;B01AC21;;53;53.0;;0;0;0;0;0;J;;;;0;0;;L04AA04;5;ATC Code L04AA04 korrekt?;L04AA04
QUETIAPIN Filmtabletten | (Quetiapin);;No Match;110;1;quetiapin;N05AH04;;N05AH04;;;62;;;0;0;1;0;0;N;;1;;1;;;0;5;;
PALLADON retard Kapseln | (Hydromorphon);;No Match;110;1;hydromorphon;N02AA03;;N02AA03;;;88;;;0;0;1;0;0;N;;1;;1;;;0;5;;
Allopurinol;;No Match;110;0;;;;M04AA51;M04AA01;;100;100.0;;0;0;0;0;0;M;;;;0;1;;0;5;;
BRICANYL 0,5 mg Injektionslösung | (Terbutalin);;No Match;109;1;terbutalin;R03CC03;;R03CC03;;;97;;;0;0;1;0;0;R;;1;;1;;;0;5;;
ASS 100mg;;No Match;109;0;;;;B01AC06;L01XX05;;100;76.0;;0;0;0;0;0;B;;;;1;0;;0;5;;
Metoprolol 47,5 mg;;No Match;109;0;;;;C07AB02;D06BX01;;71;58.0;;0;0;0;0;0;C;;;;1;0;;0;5;;
LASIX XX mg Inj.-Lsg. Ampullen | (Furosemid);;No Match;109;1;furosemid;C03CA01;;C03CA01;;;69;;;0;0;1;0;0;C;;1;;1;;;0;5;;
DEKRISTOL 400 I.E. Tabletten | (Colecalciferol);;No Match;109;1;colecalciferol;;;A11CC05;;;94;;;0;0;0;0;0;A;;;;1;;;0;5;;
CLEXANE 4.000 I.E. 40 mg/ 0,4ml (Enoxaparin natrium);;No Match;109;0;;;;B01AB05;;;79;;;0;0;0;0;0;B;;;;1;;;0;5;;
KOCHSALZLÖSUNG 0,9% Injektionslösung | (Natrium-Ion, Chlorid-Ion);;No Match;109;1;natrium-ion, chlorid-ion;;;N03AA02;C03CA04;G02AB01;79;77.0;75.0;0;0;0;0;0;N;;;;0;0;0;B05BB11;5;;
IBUHEXAL retard 800 mg Tabl. | (Ibuprofen);;No Match;109;1;ibuprofen;;;M01AE01;;;56;;;0;0;0;0;0;M;;;;1;;;0;5;;
Loratadin 10 mg;;No Match;109;0;;;;R06AX13;C09CA01;C10AA02;75;61.0;60.0;0;0;0;0;0;R;;;;1;0;0;0;5;;
ARA-C;;No Match;108;0;;;L01BC01;L01BC01;;;75;;;0;0;0;1;0;L;;;1;1;;;0;5;;
DUODOPA-Pumpe 20mg/ml | (Levodopa, Carbidopa) - Morgenbolus;;No Match;108;1;levodopa, carbidopa) - morgenbolu;;;N04BA10;N02AA01;;83;67.0;;0;0;0;0;0;N;;;;1;0;;0;5;ATC Code N04BA10 korrekt?;N04BA10
Torem 5 mg;;No Match;108;0;;;;C03CA04;M05BA07;;71;67.0;;0;0;0;0;0;C;;;;1;0;;0;5;;
UNACID 3 g z. Infusion Trockensubst.in 100ml NaCl über 1h| (AmpicillinSulbactam) GFR>50;;No Match;107;1;ampicillinsulbactam) gfr>5;;;J01CR01;;;75;;;0;0;0;0;0;J;;;;1;;;0;5;;
2 AMLODIPIN HEXAL 5 mg Tabletten | (Amlodipin);;No Match;107;1;amlodipin;;;C08CA01;;;94;;;0;0;0;0;0;C;;;;1;;;0;5;;
Dimenhydrinat (i.v.) 62 mg/10 mL Inf. 30min TL:NaCl 0,9%;;No Match;107;0;;;;A04AB02;B02BD02;;92;56.0;;0;0;0;0;0;A;;;;1;0;;0;5;;
Morphin 2,5 mg;;No Match;107;0;;;;N02AA01;N02CC05;;78;69.0;;0;0;0;0;0;N;;;;1;0;;0;5;;
Valsartan 160mg;;No Match;107;0;;;;C09CA03;C09DA23;;100;100.0;;0;0;0;0;0;C;;;;1;0;;0;5;;
Melphalan;;No Match;107;0;;;L01AA03;L01AA03;S01XA12;G03AD02;100;70.0;57.0;0;0;0;1;0;L;;;1;1;0;0;0;5;;
Vitamin B1 100 mg;;No Match;106;0;;;;A11DA01;N07XB52;A11CC05;83;79.0;67.0;0;0;0;0;0;A;;;;1;0;0;0;5;;
PREGABALIN-ratiopharm 100 mg Hartkapseln | (Pregabalin);;No Match;106;1;pregabalin;N03AX16;;N03AX16;;;98;;;0;0;1;0;0;N;;1;;1;;;0;5;;
URSOFALK 250 mg Kapseln | (Ursodeoxycholsäure);;No Match;106;1;ursodeoxycholsäure;A05AA02;;A05AA02;;;97;;;0;0;1;0;0;A;;1;;1;;;0;5;;
L-THYROXIN Tabletten | (Levothyroxin);;No Match;106;1;levothyroxin;;;H03AA01;;;67;;;0;0;0;0;0;H;;;;1;;;0;5;;
F) Carboplatin (AUC2) als KI;;No Match;106;0;;;;N01BB01;N04AA01;;55;53.0;;0;0;0;0;0;N;;;;0;0;;L01XA02;5;ATC Code L01XA02 korrekt?;L01XA02
NACL 0,9% Isotonische Kochsalzlösung 50ml;;No Match;106;0;;;;B05BB11;V07AB02;;86;86.0;;0;0;0;0;0;B;;;;1;0;;0;5;;
ELEKTROLYT Inf.-Lsg. 154 PE-Flasche | (Natrium-Ion, Kalium-Ion, Calcium-Ion, Chlorid-Ion);;No Match;106;1;natrium-ion, kalium-ion, calcium-ion, chlorid-ion;;;B05BB02;B05BB01;;62;62.0;;0;0;0;0;0;B;;;;1;0;;0;5;ATC Code B05BB1 korrekt?;B05BB02
Naropin;;No Match;105;0;;;N01BB09;N01BB09;L02BG06;R05DA14;100;67.0;67.0;0;0;0;1;0;N;;;1;1;0;0;0;5;;
Risperdal;;No Match;105;0;;;N05AX08;N05AX08;G02CB05;;100;71.0;;0;0;0;1;0;N;;;1;1;0;;0;5;;
